,u1,y1,y2,y_nominal1,y_nominal2,fault_u1,fault_y1,fault_y2,comp_fault
0,-0.14006556498559142,-0.4285406423480643,-0.4115697435413973,-0.44958327173279544,-0.4149341159278296,0.0,0.0,0.0,0.0
1,-0.14006556498559142,-0.4130917232817294,-0.2574998111614043,-0.42441090234858536,-0.5523683913960332,0.0,0.0,0.0,0.0
2,-0.14006556498559142,-0.4601664625526577,-0.5006857650203654,-0.44610228871593854,-0.4149341159278272,0.0,0.0,0.0,0.0
3,-0.14006556498559142,-0.5339208022594855,-0.6303810553363279,-0.4308374352578504,-0.5523683913960327,0.0,0.0,0.0,0.0
4,-0.14006556498559142,-0.3923918434300147,-0.2558835053382227,-0.4428474809168536,-0.41493411592782486,0.0,0.0,0.0,0.0
5,-0.14006556498559142,-0.39822445869331474,-0.5521423231172807,-0.43693150626460203,-0.5523683913960321,0.0,0.0,0.0,0.0
6,-0.14006556498559142,-0.45864091989698125,-0.401233761849345,-0.4398057866182564,-0.4149341159278225,0.0,0.0,0.0,0.0
7,-0.14006556498559142,-0.5070584888221895,-0.4986910240288534,-0.4427105727444955,-0.5523683913960316,0.0,0.0,0.0,0.0
8,-0.14006556498559142,-0.39950525080953236,-0.345853511554837,-0.43696486718000765,-0.4149341159278201,0.0,0.0,0.0,0.0
9,-0.14006556498559142,-0.42335796926270425,-0.5856496098683922,-0.4481911662733995,-0.552368391396031,0.0,0.0,0.0,0.0
10,-0.14006556498559142,-0.4689297388946846,-0.3342846685008921,-0.43431306883806076,-0.41493411592781776,0.0,0.0,0.0,0.0
11,-0.14006556498559142,-0.42058652622143683,-0.6090967624501691,-0.4533889402259326,-0.5523683913960304,0.0,0.0,0.0,0.0
12,-0.14006556498559142,-0.3582554247901227,-0.43553269924956883,-0.43183938028490065,-0.4149341159278154,0.0,0.0,0.0,0.0
13,-0.14006556498559142,-0.43003760750929454,-0.45588511705363366,-0.4583187231609329,-0.5523683913960299,0.0,0.0,0.0,0.0
14,-0.14006556498559142,-0.43660279209945974,-0.3950770067809805,-0.4295333950135957,-0.41493411592781304,0.0,0.0,0.0,0.0
15,-0.14006556498559142,-0.5116940085846545,-0.632475702689112,-0.4629945662696412,-0.5523683913960293,0.0,0.0,0.0,0.0
16,-0.14006556498559142,-0.4815801979290618,-0.3430754983016699,-0.4273852845054433,-0.41493411592781065,0.0,0.0,0.0,0.0
17,-0.14006556498559142,-0.47329925909260184,-0.5345713750025466,-0.4674297769365105,-0.5523683913960288,0.0,0.0,0.0,0.0
18,-0.14006556498559142,-0.5042198165409647,-0.3972779244046287,-0.42538575946883267,-0.41493411592780827,0.0,0.0,0.0,0.0
19,-0.14006556498559142,-0.48397933427309947,-0.46384030249397534,-0.4716369676010013,-0.5523683913960282,0.0,0.0,0.0,0.0
20,-0.14006556498559142,-0.35313587805269836,-0.3428613727756358,-0.4235260683227732,-0.41493411592780594,0.0,0.0,0.0,0.0
21,-0.14006556498559142,-0.5439568850168303,-0.7061822428079334,-0.4756280576480115,-0.5523683913960276,0.0,0.0,0.0,0.0
22,-0.14006556498559142,-0.46790950386203123,-0.2597998539249329,-0.42179794842130547,-0.41493411592780355,0.0,0.0,0.0,0.0
23,-0.14006556498559142,-0.42841260625169486,-0.4998423020913149,-0.47941433488283913,-0.552368391396027,0.0,0.0,0.0,0.0
24,-0.14006556498559142,-0.47136714348425857,-0.3078116272827727,-0.42019357643469857,-0.41493411592780116,0.0,0.0,0.0,0.0
25,-0.14006556498559142,-0.4358372720693907,-0.4846877292080973,-0.48300651805599,-0.5523683913960264,0.0,0.0,0.0,0.0
26,-0.14006556498559142,-0.5049219343770939,-0.33597772576727447,-0.4187055437195786,-0.41493411592779883,0.0,0.0,0.0,0.0
27,-0.14006556498559142,-0.5003585536237941,-0.3656991986520476,-0.48641478779970476,-0.5523683913960259,0.0,0.0,0.0,0.0
28,-0.14006556498559142,-0.37773500377907887,-0.4001093438365024,-0.41732688867522344,-0.41493411592779644,0.0,0.0,0.0,0.0
29,-0.14006556498559142,-0.5380841921236413,-0.6616116113911485,-0.4896487462622182,-0.5523683913960253,0.0,0.0,0.0,0.0
30,-0.14006556498559142,-0.3110331435893538,-0.599065855793407,-0.4160510528970146,-0.4149341159277941,0.0,0.0,0.0,0.0
31,-0.14006556498559142,-0.4761965341627706,-0.6052572766856401,-0.49271747230804036,-0.5523683913960248,0.0,0.0,0.0,0.0
32,-0.14006556498559142,-0.3969085646507453,-0.5603272356495487,-0.4148718275272358,-0.4149341159277917,0.0,0.0,0.0,0.0
