,u1,y1,y2,y_nominal1,y_nominal2,fault_u1,fault_y1,fault_y2,comp_fault
0,-0.42261883950008305,0.26427329223613444,-1.2810265161739205,0.2438447389498153,-1.2519777759785582,0.0,0.0,0.0,0.0
1,-0.42261883950008305,0.5721977623913,-1.605407029320514,0.5679811355663968,-1.6666572442141507,0.0,0.0,0.0,0.0
2,-0.42261883950008305,0.22138834734911794,-1.2857097261328791,0.24266201161261447,-1.251977775978556,0.0,0.0,0.0,0.0
3,-0.42261883950008305,0.378008851969287,-1.6514675961725418,0.46745655874183756,-1.6666572442141503,0.0,0.0,0.0,0.0
4,-0.42261883950008305,0.29147377015687403,-1.3655608340762744,0.23958245751308843,-1.2519777759785538,0.0,0.0,0.0,0.0
5,-0.42261883950008305,0.40699014290462576,-1.7417528038575885,0.37182242845243185,-1.6666572442141498,0.0,0.0,0.0,0.0
6,-0.42261883950008305,0.13219813154394583,-1.3276126488572395,0.2347559935417962,-1.2519777759785515,0.0,0.0,0.0,0.0
7,-0.42261883950008305,0.2312895318249021,-1.5502792035151496,0.2808299575998488,-1.6666572442141492,0.0,0.0,0.0,0.0
8,-0.42261883950008305,0.20561649475765456,-1.1291403288756205,0.22832335658036834,-1.2519777759785493,0.0,0.0,0.0,0.0
9,-0.42261883950008305,0.1950970550666423,-1.5861601725596026,0.1942432802588125,-1.6666572442141487,0.0,0.0,0.0,0.0
10,-0.42261883950008305,0.2174026766801137,-1.163065077266538,0.2204165731913135,-1.251977775978547,0.0,0.0,0.0,0.0
11,-0.42261883950008305,0.09404424853102848,-1.7193474852280886,0.11183883957445437,-1.6666572442141483,0.0,0.0,0.0,0.0
12,-0.42261883950008305,0.1105440599640159,-1.3718966561566424,0.21115949496325434,-1.2519777759785449,0.0,0.0,0.0,0.0
13,-0.42261883950008305,-0.09268628882327967,-1.6795858481152341,0.03340468458748202,-1.6666572442141476,0.0,0.0,0.0,0.0
14,-0.42261883950008305,0.24586302206120053,-1.2882249646692199,0.20066827142231264,-1.2519777759785427,0.0,0.0,0.0,0.0
15,-0.42261883950008305,-0.028617252946060448,-1.8154289991958859,-0.04126015207615126,-1.6666572442141472,0.0,0.0,0.0,0.0
16,-0.42261883950008305,0.20295925524302985,-1.3090276835178465,0.18905172415660923,-1.2519777759785404,0.0,0.0,0.0,0.0
17,-0.42261883950008305,-0.16738317283134554,-1.523811709525047,-0.11234614840698495,-1.6666572442141467,0.0,0.0,0.0,0.0
