,u1,y1,y2,y_nominal1,y_nominal2,fault_u1,fault_y1,fault_y2,comp_fault
0,-0.017069347061423823,0.2907850627635321,-0.22461461625057405,0.38915085505070324,-0.19800228280751417,0.0,0.0,0.0,0.0
1,-0.03666100673358712,0.6835076671008841,-0.14248451693367753,0.690441682231828,-0.11609585925244931,0.0,0.0,0.0,0.0
2,-0.05610081735935543,0.35434350246929264,-0.18626111869722617,0.39063274263248376,-0.19187801332964846,0.0,0.0,0.0,0.0
3,-0.07530825969038787,0.6337480081978594,-0.13781258374390049,0.6542435628025896,-0.07342816504784497,0.0,0.0,0.0,0.0
4,-0.09420377694247357,0.43686365780129066,-0.11621507229446099,0.3911488047553952,-0.1849589878499204,0.0,0.0,0.0,0.0
5,-0.11270910431790208,0.6158608007870604,0.03498465865382507,0.616390101999451,-0.03045633806481359,0.0,0.0,0.0,0.0
6,-0.13074759317645443,0.41106264942082904,-0.13493718098252094,0.3906979376452971,-0.17727387184213925,0.0,0.0,0.0,0.0
7,-0.14824452851230793,0.6353513622017384,-0.034144554612448655,0.5769904381527232,0.01264168164045638,0.0,0.0,0.0,0.0
8,-0.16512743842187041,0.4272209966400997,-0.09329631053820421,0.38928207966145184,-0.16885448823156804,0.0,0.0,0.0,0.0
9,-0.18132639428073807,0.5416172065442623,0.18877544652817008,0.5361622966264707,0.05568733174349695,0.0,0.0,0.0,0.0
10,-0.19677430038644894,0.36097650106143886,-0.15649039890222388,0.3869063004157348,-0.1597356949680066,0.0,0.0,0.0,0.0
11,-0.21140717186733807,0.3985803000215976,-0.01346204932676405,0.4940315365727694,0.09850230563414862,0.0,0.0,0.0,0.0
12,-0.2251643997064044,0.4332270146244117,-0.09625292894659992,0.38357884161156014,-0.14995530553555445,0.0,0.0,0.0,0.0
13,-0.23798900178246482,0.39355234046664067,0.09720235593447907,0.4507316509226194,0.1409092383536039,0.0,0.0,0.0,0.0
14,-0.249827858888788,0.42565448753196977,-0.24157765181720464,0.3793111391672046,-0.13955379679689647,0.0,0.0,0.0,0.0
15,-0.26063193475162805,0.3896369152202405,0.10670520201896895,0.4064028479995871,0.1827325957739229,0.0,0.0,0.0,0.0
16,-0.270356479137341,0.39964907610714445,-0.17118746195218482,0.37411783625988665,-0.12857425730567826,0.0,0.0,0.0,0.0
17,-0.2789612132068232,0.3743063391929826,0.15943600722874868,0.36119150564051916,0.22379907741367158,0.0,0.0,0.0,0.0
18,-0.2864104963495366,0.3155505673947167,-0.11364915966944483,0.36801679459471326,-0.1170621643146449,0.0,0.0,0.0,0.0
19,-0.29267347380609693,0.26705356040699685,0.26375011332746495,0.31524951483755387,0.2639385726823739,0.0,0.0,0.0,0.0
20,-0.2977242044679775,0.3508563754564715,-0.03950151697201429,0.36102905699030685,-0.10506519289424858,0.0,0.0,0.0,0.0
21,-0.30154176832498397,0.21291554321211584,0.44445460347104404,0.26873347750258364,0.3029848321524331,0.0,0.0,0.0,0.0
22,-0.3041103531154551,0.3305518630853238,-0.15455559393930668,0.353178847023696,-0.0926330506635197,0.0,0.0,0.0,0.0
23,-0.30541931982028664,0.176459331361445,0.5300405090891162,0.22180396304433836,0.34077603886223823,0.0,0.0,0.0,0.0
24,-0.30546324672950387,0.33380528959906886,0.13005082372081142,0.344493419371766,-0.07981723625187767,0.0,0.0,0.0,0.0
25,-0.30424195189885944,0.13385638064918026,0.5516497383549541,0.1746247765967598,0.37715588336265604,0.0,0.0,0.0,0.0
26,-0.30176049390344245,0.38234533374226526,-0.010602097389173268,0.33500311166501484,-0.06667081039962015,0.0,0.0,0.0,0.0
27,-0.29802915088517656,0.046657354128739253,0.47662801965958834,0.1273622286368849,0.41197353303448986,0.0,0.0,0.0,0.0
28,-0.2930633779809927,0.3556095182460685,-0.023430650901049906,0.3247411364208613,-0.05324822842738721,0.0,0.0,0.0,0.0
29,-0.28688374330800764,0.05278098289715879,0.5232631868729987,0.08018440649708822,0.4450847889825479,0.0,0.0,0.0,0.0
30,-0.279515842770856,0.19732194111628754,-0.048936144889056545,0.31374365833549694,-0.0396050978943275,0.0,0.0,0.0,0.0
31,-0.270990194044042,0.08680916405470147,0.5408165510268332,0.03326027346405974,0.47635252222198116,0.0,0.0,0.0,0.0
32,-0.2613421101684345,0.2722897307939017,0.026205352889650205,0.3020494839413053,-0.025797921990316764,0.0,0.0,0.0,0.0
33,-0.2506115532854631,-0.010530309193749034,0.5021412088000655,-0.013240911906470974,0.5056471964508644,0.0,0.0,0.0,0.0
34,-0.2388429691148485,0.25149293676572115,-0.04430847647421557,0.2897000280445741,-0.011883902956144197,0.0,0.0,0.0,0.0
35,-0.22608510286145445,-0.06294844240954547,0.5425410370367982,-0.05915051423165339,0.5328475296501439,0.0,0.0,0.0,0.0
36,-0.21239079731376956,0.3542561406287514,-0.01110724663796938,0.2767391894190486,0.002079350767190282,0.0,0.0,0.0,0.0
37,-0.19781677397029385,-0.06690262047572079,0.5014581640669715,-0.1043012107070836,0.5578407830055054,0.0,0.0,0.0,0.0
38,-0.18242339810039757,0.24926059006417617,0.12387115907108026,0.2632131700356968,0.016033990300758524,0.0,0.0,0.0,0.0
39,-0.1662744287127632,-0.11786288260911054,0.6638354766718262,-0.14852769759853424,0.5805234616381091,0.0,0.0,0.0,0.0
40,-0.1494367544670389,0.1792977161101214,0.06843093801342306,0.24917030352908778,0.029922213340264507,0.0,0.0,0.0,0.0
41,-0.1319801166225501,-0.1576902958883468,0.4428536469448693,-0.1916675847547939,0.6008016258718534,0.0,0.0,0.0,0.0
42,-0.11397682017160644,0.23460956853981377,0.1323148956807711,0.23466090264587386,0.04368648988104778,0.0,0.0,0.0,0.0
43,-0.09550143435388804,-0.16151032062759774,0.48291716030843035,-0.23356194560619786,0.6185913176314032,0.0,0.0,0.0,0.0
44,-0.0766304837923711,0.23072103239774244,0.0038300944381871108,0.21973705972433075,0.05726980998565432,0.0,0.0,0.0,0.0
45,-0.057442131530098715,-0.38685878606827273,0.6221355013820355,-0.274056083470952,0.6338186427658031,0.0,0.0,0.0,0.0
46,-0.03801585528065576,0.13491576446818682,0.07360882545240227,0.20445246636996284,0.07061591625932596,0.0,0.0,0.0,0.0
